Daniel Bullocks,N/A,N/A,3,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Josh Bullocks,N/A,5,7,5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morgan Burnett,N/A,5,6,5,5,4,5,3,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A
Juston Burris,N/A,N/A,N/A,N/A,N/A,N/A,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Darius Butler,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A
Jairus Byrd,N/A,N/A,8,5,5,9,7,N/A,3,5,N/A,N/A,N/A,N/A,N/A,N/A
Ibraheim Campbell,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Don Carey,N/A,N/A,3,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brandon Carr,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A
T.J. Carrie,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Quinton Carter,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kam Chancellor,N/A,N/A,10,7,12,10,8,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patrick Chung,N/A,N/A,4,3,3,4,5,5,6,5,5,6,N/A,N/A,N/A,N/A
Chris Clemons,N/A,N/A,N/A,N/A,5,N/A,7,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ha Ha Clinton-Dix,N/A,4,6,9,5,6,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erik Coleman,N/A,9,5,5,N/A,6,6,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A
Kurt Coleman,N/A,N/A,6,5,N/A,N/A,7,7,4,3,N/A,N/A,N/A,N/A,N/A,N/A
Landon Collins,5,14,8,6,5,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nick Collins,N/A,7,6,5,11,11,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sean Considine,N/A,N/A,N/A,5,4,N/A,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Conte,N/A,4,6,5,4,4,5,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Crocker,N/A,N/A,N/A,3,7,7,6,3,6,3,7,5,N/A,N/A,N/A,N/A
Austin Cutting,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Johnathan Cyprien,N/A,N/A,5,6,5,7,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sean Davis,N/A,N/A,5,6,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thomas DeCoud,N/A,N/A,N/A,7,6,7,11,5,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louis Delmas,N/A,5,5,5,3,6,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Quintin Demps,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,6,5,N/A,N/A,N/A,N/A,N/A
Zak DeOssie,N/A,N/A,N/A,N/A,1,4,2,2,3,2,1,2,2,2,1,N/A
Mike Doss,N/A,6,3,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Reed Doughty,N/A,N/A,N/A,N/A,3,N/A,4,4,4,3,3,N/A,N/A,N/A,N/A,N/A
Glenn Earl,N/A,N/A,3,2,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Matt Elam,N/A,7,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kevin Ellison,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ben Emanuel,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Josh Evans,N/A,4,6,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antone Exum,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clayton Fejedelem,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Domonique Foxworth,N/A,N/A,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clayton Geathers,N/A,N/A,N/A,3,N/A,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marcus Gilchrist,N/A,N/A,N/A,N/A,6,6,7,5,4,5,N/A,N/A,N/A,N/A,N/A,N/A
Matt Giordano,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,5,N/A,N/A,N/A,N/A,N/A,N/A
Charles Godfrey,N/A,N/A,7,4,6,4,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dashon Goldson,N/A,N/A,N/A,N/A,8,6,8,9,3,5,6,N/A,N/A,N/A,N/A,N/A
DeJon Gomes,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Corey Graham,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,4,N/A,4,N/A,N/A,N/A
Jeff Grau,N/A,N/A,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bobby Gray,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T.J. Green,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Courtney Greene,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Griffin,N/A,5,12,5,11,8,6,5,6,5,3,N/A,N/A,N/A,N/A,N/A
Cody Grimm,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andre Hal,N/A,N/A,6,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeAngelo Hall,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A
Ken Hamlin,N/A,6,7,N/A,7,8,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Roman Harper,N/A,N/A,N/A,N/A,7,6,7,9,7,5,3,7,6,N/A,N/A,N/A
Chris Harris,N/A,N/A,6,3,7,7,6,11,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clark Harris,N/A,N/A,N/A,N/A,1,1,1,1,1,1,1,1,3,1,1,1
Marcell Harris,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Victor Harris,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brandon Harrison,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terrence Holt,N/A,N/A,N/A,N/A,4,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Hope,N/A,N/A,N/A,7,7,6,5,11,5,6,N/A,N/A,N/A,N/A,N/A,N/A
Chris Horton,N/A,N/A,N/A,6,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Huff,N/A,N/A,5,7,3,5,9,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Von Hutchins,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
George Iloka,N/A,N/A,7,6,5,6,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jake Ingram,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kemal Ishmael,N/A,N/A,5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Jackson,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marlin Jackson,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tanard Jackson,N/A,9,7,6,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jaiquawn Jarrett,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Malcolm Jenkins,N/A,N/A,12,6,5,6,6,8,7,10,8,6,7,6,N/A,N/A
Jaquan Johnson,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Johnson,N/A,N/A,3,7,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rashad Johnson,N/A,N/A,N/A,N/A,4,N/A,3,7,6,3,N/A,N/A,N/A,N/A,N/A,N/A
Todd Johnson,N/A,N/A,N/A,N/A,N/A,5,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tyrell Johnson,N/A,N/A,3,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Byron Jones,N/A,N/A,4,6,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Colin Jones,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A
Josh Jones,N/A,N/A,N/A,2,N/A,4,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nate Jones,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Reshad Jones,N/A,N/A,6,8,6,4,9,N/A,9,5,N/A,N/A,N/A,N/A,N/A,N/A
Sean Jones,N/A,N/A,N/A,8,6,5,4,7,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Karl Joseph,N/A,N/A,4,5,3,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lamarcus Joyner,N/A,N/A,N/A,N/A,N/A,N/A,5,5,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A
Shiloh Keo,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terrence Kiel,N/A,N/A,3,6,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick Kindred,N/A,N/A,2,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dawan Landry,N/A,N/A,N/A,7,5,N/A,7,6,8,6,6,5,N/A,N/A,N/A,N/A
LaRon Landry,N/A,N/A,7,9,6,4,3,9,4,3,N/A,N/A,N/A,N/A,N/A,N/A
Keith Lewis,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kendrick Lewis,N/A,5,7,3,5,7,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Lewis,N/A,N/A,8,8,7,4,7,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dwight Lowery,N/A,N/A,N/A,N/A,6,4,N/A,6,7,6,N/A,N/A,N/A,N/A,N/A,N/A
Calvin Lowry,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Corey Lynch,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Danieal Manning,N/A,N/A,N/A,6,6,N/A,4,6,5,7,N/A,3,N/A,N/A,N/A,N/A
Marquand Manuel,N/A,N/A,3,N/A,N/A,6,6,N/A,4,2,N/A,N/A,N/A,N/A,N/A,N/A
Sherrod Martin,N/A,N/A,N/A,N/A,3,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Massey,N/A,N/A,3,1,1,1,2,2,2,N/A,2,N/A,N/A,N/A,N/A,N/A
Rashean Mathis,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Taylor Mays,N/A,3,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Devin McCourty,N/A,N/A,N/A,N/A,7,10,6,5,11,7,6,9,6,7,N/A,N/A
T.J. McDonald,N/A,4,6,4,5,3,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jon McGraw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,4,N/A,N/A,N/A,N/A
Brandon Meriweather,N/A,N/A,N/A,6,10,6,N/A,N/A,4,4,4,N/A,N/A,N/A,N/A,N/A
Mike Mitchell,N/A,N/A,N/A,N/A,N/A,7,5,7,7,4,N/A,N/A,N/A,N/A,N/A,N/A
Kareem Moore,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rahim Moore,3,6,4,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
William Moore,N/A,N/A,N/A,N/A,7,5,9,6,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A
Ryan Mundy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Haruki Nakamura,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nedu Ndukwe,N/A,N/A,5,6,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Reggie Nelson,N/A,N/A,N/A,7,5,5,3,8,7,7,7,13,9,6,3,N/A
Montae Nicholson,N/A,2,3,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donnie Nickey,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Willie Offord,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul Oliver,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jarrad Page,N/A,N/A,7,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Will Parks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kevin Payne,N/A,N/A,N/A,N/A,8,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charlie Peprah,N/A,N/A,N/A,N/A,N/A,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jermaine Phillips,N/A,N/A,N/A,4,4,5,6,8,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenny Phillips,N/A,N/A,N/A,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Willie Pile,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sabby Piscitelli,N/A,N/A,N/A,N/A,3,6,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Troy Polamalu,N/A,N/A,13,14,9,10,17,N/A,16,17,N/A,9,4,N/A,N/A,N/A
Bernard Pollard,N/A,N/A,6,5,6,4,5,5,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ryan Pontbriand,N/A,N/A,N/A,2,2,1,2,5,4,2,2,1,N/A,N/A,N/A,N/A
Brodney Pool,N/A,4,6,6,5,5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Prosinski,N/A,N/A,N/A,N/A,3,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Calvin Pryor,N/A,4,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glover Quin,N/A,N/A,N/A,N/A,6,7,7,11,6,6,5,6,N/A,N/A,N/A,N/A
Bacarri Rambo,N/A,N/A,N/A,N/A,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Damarious Randall,N/A,N/A,N/A,N/A,N/A,6,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mistral Raymond,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ed Reed,N/A,N/A,N/A,7,11,15,6,14,14,17,10,11,11,11,4,N/A
Eric Reid,N/A,8,7,5,4,5,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ed Reynolds,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kerry Rhodes,N/A,N/A,5,12,8,7,8,7,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A
Jordan Richards,N/A,N/A,N/A,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Darryl Roberts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenny Robinson Jr.,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trent Robinson,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antrel Rolle,N/A,N/A,N/A,N/A,N/A,5,9,10,5,6,13,6,N/A,N/A,N/A,N/A
Aaron Rouse,N/A,N/A,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eric Rowe,N/A,N/A,N/A,N/A,N/A,N/A,6,6,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A
Logan Ryan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,5,3,N/A,N/A,N/A,N/A,N/A
Bob Sanders,N/A,N/A,N/A,12,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James Sanders,N/A,N/A,4,5,6,3,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jamarca Sanford,N/A,N/A,N/A,N/A,N/A,4,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stuart Schweigert,N/A,N/A,N/A,5,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bryan Scott,N/A,3,5,5,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vernon Scott,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Da'Norris Searcy,N/A,N/A,N/A,N/A,4,6,5,5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gerald Sensabaugh,N/A,N/A,4,N/A,5,7,5,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ko Simpson,N/A,N/A,6,N/A,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anthony Smith,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eric Smith,N/A,N/A,N/A,N/A,3,N/A,3,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Reggie Smith,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amari Spievey,N/A,3,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daimion Stafford,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Craig Steltz,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donald Strickland,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D.J. Swearinger,N/A,4,5,N/A,N/A,7,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Keith Tandy,N/A,N/A,N/A,2,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jaquiski Tartt,N/A,N/A,3,3,3,3,4,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sean Taylor,8,8,8,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Earl Thomas,7,12,15,16,14,10,5,9,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A
Darian Thompson,N/A,N/A,N/A,6,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deionte Thompson,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lamont Thompson,N/A,N/A,N/A,N/A,N/A,5,5,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tedric Thompson,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Walter Thurmond,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenny Vaccaro,N/A,6,5,4,4,5,6,6,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T.J. Ward,N/A,N/A,N/A,6,4,6,11,7,5,6,N/A,N/A,N/A,N/A,N/A,N/A
Pat Watkins,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lardarius Webb,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A
Eric Weddle,N/A,N/A,7,6,12,13,12,10,13,5,10,10,9,7,N/A,N/A
