Ryan Anderson,N/A,N/A,N/A,1,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pat Angerer,N/A,N/A,N/A,5,7,2,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stephone Anthony,N/A,N/A,N/A,6,2,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stanley Arnoux,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jeremiah Attaochu,N/A,1,6,1,N/A,1,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Akeem Ayers,N/A,N/A,8,5,6,3,7,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert Ayers,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Akin Ayodele,N/A,N/A,N/A,3,8,9,7,7,6,7,6,4,N/A,N/A,N/A,N/A,N/A,N/A
Jason Babin,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,3,N/A,N/A,N/A
Boss Bailey,N/A,N/A,N/A,N/A,8,N/A,5,5,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ben Banogu,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tully Banta-Cain,N/A,N/A,N/A,1,2,1,4,6,1,6,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antwan Barnes,N/A,N/A,N/A,1,1,1,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nick Barnett,N/A,N/A,9,7,9,7,13,3,8,N/A,7,6,1,N/A,N/A,N/A,N/A,N/A
Anthony Barr,N/A,N/A,7,9,10,11,9,7,N/A,6,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sam Barrington,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mark Barron,N/A,N/A,N/A,N/A,N/A,N/A,12,14,N/A,5,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lamin Barrow,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Connor Barwin,N/A,N/A,N/A,N/A,N/A,8,8,8,12,7,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A
Tarell Basham,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David Bass,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Solomon Bates,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trevor Bates,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Danny Batten,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vic Beasley,N/A,N/A,N/A,N/A,12,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jon Beason,N/A,N/A,8,15,16,10,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan Beck,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kendell Beckwith,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kevin Bentley,N/A,N/A,N/A,2,7,3,3,1,2,4,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Vince Biegel,N/A,N/A,N/A,N/A,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kroy Biermann,N/A,N/A,N/A,1,3,N/A,2,N/A,N/A,6,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Keishawn Bierria,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Desmond Bishop,N/A,N/A,N/A,1,1,2,8,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Quincy Black,N/A,N/A,N/A,1,1,6,5,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Darryl Blackstock,N/A,N/A,1,1,2,2,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
H.B. Blades,N/A,N/A,N/A,1,4,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Colby Bockwoldt,N/A,N/A,N/A,4,7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rocky Boiman,N/A,N/A,1,3,N/A,2,1,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Boley,N/A,N/A,N/A,5,7,7,6,4,7,6,6,1,N/A,N/A,N/A,N/A,N/A,N/A
Devante Bond,N/A,N/A,N/A,N/A,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Borland,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jonathan Bostic,N/A,N/A,4,3,1,N/A,6,7,6,9,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A
NaVorro Bowman,N/A,N/A,2,19,15,19,N/A,14,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nigel Bradham,N/A,N/A,N/A,4,2,8,6,8,9,7,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stewart Bradley,N/A,N/A,N/A,N/A,2,10,N/A,5,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andre Branch,N/A,N/A,N/A,2,2,1,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lance Briggs,N/A,N/A,N/A,6,10,19,16,10,12,10,12,11,11,3,3,N/A,N/A,N/A
Jasper Brinkley,N/A,N/A,N/A,N/A,3,1,N/A,7,2,6,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ahmad Brooks,N/A,N/A,3,N/A,N/A,2,2,8,12,14,6,6,6,3,N/A,N/A,N/A,N/A
Kentrell Brothers,N/A,N/A,N/A,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arthur Brown,1,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blair Brown,N/A,N/A,N/A,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jatavis Brown,N/A,N/A,4,4,5,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jayon Brown,N/A,N/A,2,8,8,4,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Preston Brown,N/A,N/A,9,9,7,6,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zach Brown,N/A,N/A,N/A,7,7,N/A,4,12,7,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deone Bucannon,N/A,N/A,N/A,9,7,6,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Courtland Bullard,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Prescott Burgess,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kevin Burnett,N/A,N/A,N/A,1,2,2,3,4,9,10,8,7,N/A,N/A,N/A,N/A,N/A,N/A
Ben Burr-Kirven,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Miles Burris,N/A,N/A,N/A,N/A,6,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donald Butler,N/A,N/A,N/A,7,6,6,6,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Victor Butler,N/A,N/A,2,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rocky Calmus,N/A,N/A,N/A,2,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anthony Cannon,N/A,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tank Carder,N/A,N/A,N/A,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bobby Carpenter,N/A,N/A,N/A,1,1,1,3,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bruce Carter,N/A,N/A,N/A,1,5,5,6,2,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Carter,N/A,N/A,1,2,1,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jermaine Carter Jr.,N/A,N/A,N/A,1,3,4,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Chamberlain,N/A,N/A,N/A,1,1,3,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jamar Chaney,N/A,N/A,N/A,N/A,2,8,2,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anthony Chickillo,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brandon Chillar,N/A,N/A,3,3,5,6,3,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Keenan Clayton,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audie Cole,N/A,N/A,N/A,N/A,2,2,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trent Cole,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,6,3,N/A,N/A,N/A,N/A
Kurt Coleman,N/A,N/A,2,N/A,N/A,1,3,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
Jamie Collins,N/A,N/A,N/A,N/A,4,9,12,7,N/A,9,15,5,3,N/A,N/A,N/A,N/A,N/A
Aaron Colvin,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kavell Conner,N/A,N/A,N/A,4,6,5,1,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dan Connor,N/A,N/A,N/A,N/A,2,4,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marquis Cooper,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Quinton Coples,N/A,N/A,N/A,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jorge Cordova,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kamalei Correa,N/A,N/A,1,2,3,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Su'a Cravens,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jared Crick,N/A,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Channing Crowder,N/A,N/A,7,7,4,7,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tae Crowder,N/A,N/A,N/A,4,9,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angelo Crowell,N/A,N/A,N/A,1,5,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jermaine Cunningham,N/A,N/A,4,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rennie Curran,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aaron Curry,N/A,N/A,N/A,5,6,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brian Cushing,N/A,N/A,11,4,14,N/A,N/A,7,9,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Karlos Dansby,N/A,N/A,N/A,8,9,5,7,7,8,7,9,9,16,6,7,5,8,N/A
Andra Davis,N/A,N/A,N/A,N/A,2,8,6,8,7,5,7,6,N/A,2,N/A,N/A,N/A,N/A
Dexter Davis,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James Davis,N/A,N/A,N/A,N/A,1,6,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rod Davis,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thomas Davis,N/A,N/A,4,7,8,8,N/A,N/A,N/A,6,10,7,16,11,9,5,8,N/A
Paul Dawson,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Akeem Dent,N/A,N/A,N/A,N/A,1,6,3,4,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zak DeOssie,N/A,N/A,N/A,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zach Diles,N/A,N/A,1,4,6,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordon Dizon,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tim Dobbins,N/A,N/A,N/A,N/A,2,2,4,3,4,1,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Devante Downs,N/A,N/A,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elvis Dumervil,N/A,N/A,N/A,N/A,N/A,14,N/A,9,11,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A
Carlos Dunlap,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A
Justin Durant,N/A,N/A,4,5,6,3,6,7,2,N/A,5,1,N/A,N/A,N/A,N/A,N/A,N/A
A.J. Edds,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emeke Egbule,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ukeme Eligwe,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Keith Ellison,N/A,N/A,4,4,7,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kyle Emanuel,N/A,N/A,N/A,N/A,N/A,5,6,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Larry English,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan Evans,N/A,N/A,3,3,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rashaan Evans,N/A,N/A,N/A,5,9,7,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kyler Fackrell,N/A,N/A,N/A,N/A,N/A,1,2,5,2,6,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jaylon Ferguson,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alfred Fincher,N/A,N/A,1,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Levar Fisher,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kylie Fitts,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marquis Flowers,N/A,N/A,2,N/A,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moise Fokou,N/A,N/A,N/A,N/A,3,5,3,2,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zack Follett,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Larry Foote,N/A,N/A,3,1,9,9,8,8,9,5,2,4,10,N/A,9,N/A,N/A,N/A
Dee Ford,N/A,N/A,N/A,1,3,7,N/A,8,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jacob Ford,N/A,N/A,N/A,N/A,N/A,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Josh Forrest,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mason Foster,N/A,N/A,5,8,7,4,3,7,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Reuben Foster,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Keyaron Fox,N/A,N/A,1,N/A,3,1,2,4,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dwight Freeney,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,4,N/A,N/A,N/A
Scott Fujita,N/A,N/A,N/A,4,7,5,5,9,7,6,4,4,5,N/A,N/A,N/A,N/A,N/A
Andrew Gachkar,N/A,N/A,N/A,1,1,2,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Omar Gaither,N/A,N/A,4,8,7,N/A,2,2,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gilbert Gardner,N/A,N/A,1,2,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jonathan Garvin,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ben Gedeon,N/A,N/A,N/A,5,5,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jeremiah George,N/A,N/A,N/A,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nathan Gerry,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tony Gilbert,N/A,N/A,N/A,N/A,N/A,1,2,2,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ulysees Gilbert,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan Glasgow,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cody Glenn,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Gocong,N/A,N/A,N/A,N/A,6,7,4,7,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Travis Goethel,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jonathan Goff,N/A,N/A,N/A,N/A,2,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Najee Goode,N/A,N/A,N/A,N/A,2,N/A,1,1,3,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tavares Gooden,N/A,N/A,N/A,N/A,N/A,6,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Zaviar Gooden,N/A,N/A,N/A,1,2,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
B.J. Goodson,N/A,N/A,N/A,1,N/A,6,5,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Larry Grant,N/A,N/A,N/A,N/A,1,5,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Roderick Green,N/A,N/A,1,2,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Khaseem Greene,N/A,N/A,N/A,N/A,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chad Greenway,N/A,N/A,N/A,N/A,9,9,9,9,8,13,7,6,7,5,N/A,N/A,N/A,N/A
Nick Greisen,N/A,N/A,N/A,1,1,4,7,6,2,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shaquem Griffin,N/A,N/A,N/A,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Boomer Grigsby,N/A,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Geneo Grissom,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Quentin Groves,N/A,N/A,N/A,N/A,1,N/A,5,2,5,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bryce Hager,N/A,N/A,N/A,1,1,2,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mario Haggan,N/A,N/A,N/A,N/A,2,1,1,1,1,7,6,2,2,N/A,N/A,N/A,N/A,N/A
Tyjuan Hagler,N/A,N/A,N/A,N/A,N/A,N/A,4,2,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tamba Hali,N/A,N/A,N/A,N/A,N/A,N/A,7,9,11,7,13,11,9,N/A,N/A,N/A,N/A,N/A
Alex Hall,N/A,N/A,N/A,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shaun Dion Hamilton,N/A,N/A,N/A,3,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Parys Haralson,N/A,N/A,N/A,5,5,9,7,8,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eli Harold,N/A,N/A,5,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David Harris,N/A,N/A,N/A,6,5,19,9,10,9,7,8,9,7,3,N/A,N/A,N/A,N/A
Marcell Harris,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Napoleon Harris,N/A,N/A,N/A,6,7,3,2,8,7,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tyreo Harrison,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A.J. Hawk,N/A,N/A,8,8,6,7,9,6,7,7,6,5,N/A,N/A,N/A,N/A,N/A,N/A
Geno Hayes,N/A,1,6,8,4,3,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gerald Hayes,N/A,N/A,N/A,1,2,N/A,6,8,5,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
